historical_demand,inventory_level,raw_material_cost,machine_utilization,supplier_rating,lead_time,temperature,pressure,labor_hours,production_cost,procurement_source,safety_risk
638,3925,856.15,91.11,3.36,22,69.24,176.13,23.0,2396.61,External,Low
203,4615,110.26,75.71,4.83,15,38.02,213.75,18.66,6255.37,InHouse,Medium
377,962,718.76,90.59,2.25,4,43.86,49.54,13.22,1315.31,InHouse,Low
838,1189,741.64,80.01,2.82,13,47.83,19.06,26.79,7492.43,InHouse,Medium
100,2389,305.69,81.46,1.15,14,73.46,116.65,12.27,6097.89,InHouse,Medium
696,3401,796.96,98.7,3.3,9,67.69,272.85,47.73,7166.6,InHouse,Medium
874,3244,439.24,85.84,4.68,4,85.17,63.73,17.4,6442.42,InHouse,Medium
702,4970,647.96,55.34,3.9,8,104.05,13.97,25.54,4858.68,InHouse,High
716,1266,161.82,81.69,3.81,27,40.98,293.58,47.84,9975.95,External,Medium
435,3510,439.08,69.3,4.36,11,41.57,154.97,46.08,2788.19,External,Low
302,859,570.83,61.69,4.72,12,42.08,242.6,12.07,1460.94,InHouse,Low
746,3744,871.25,85.52,2.54,2,33.79,60.03,14.02,5580.49,External,High
421,968,522.22,88.93,1.89,7,45.64,171.92,5.7,4463.11,InHouse,High
454,2433,577.24,76.79,3.07,23,101.27,221.5,20.32,2513.73,External,High
226,2065,289.53,90.24,1.48,27,56.42,211.3,12.86,3343.05,External,Medium
829,1514,278.11,67.4,3.16,9,28.85,236.11,21.86,2693.79,External,Medium
932,2376,779.79,83.28,3.3,7,51.6,246.26,11.46,3578.32,External,Medium
460,2140,688.03,76.4,4.69,27,63.75,90.38,40.2,5325.02,InHouse,Medium
158,1874,684.27,55.02,1.98,26,87.86,274.27,46.22,9823.05,InHouse,Low
693,4770,505.23,88.68,1.01,16,31.42,148.8,9.89,6787.18,InHouse,Medium
122,4835,329.21,70.03,1.6,20,28.15,50.25,35.37,4511.78,InHouse,Medium
499,3386,767.5,50.58,3.13,27,118.3,216.13,13.14,9467.86,InHouse,Medium
132,548,608.89,76.17,2.66,15,69.1,15.68,16.27,3381.23,External,High
431,2373,356.09,71.14,1.98,11,98.85,64.63,46.02,6858.17,External,Medium
797,4219,976.96,85.4,3.19,8,34.59,163.83,31.22,6770.8,InHouse,Medium
307,4152,822.34,90.4,4.15,21,103.18,44.41,5.8,2116.87,InHouse,High
163,4768,813.53,86.7,2.97,14,61.99,261.59,30.17,9087.38,External,Low
658,2613,141.64,84.83,4.68,19,46.32,74.9,28.51,1999.03,External,High
665,1817,173.37,57.14,1.47,10,119.79,85.01,9.52,6941.7,InHouse,Medium
84,4416,269.66,89.06,1.95,21,109.78,30.44,20.79,3307.01,InHouse,Low
536,1035,837.24,72.65,2.06,26,33.6,117.66,8.66,7728.54,InHouse,Medium
532,2162,392.07,91.72,1.14,7,87.54,257.35,17.06,1275.63,InHouse,Medium
580,3791,512.3,96.3,2.98,7,63.11,29.26,43.25,4430.71,External,Low
642,3930,826.43,76.46,2.77,7,91.42,209.42,20.43,3603.89,External,High
634,4154,954.72,62.86,3.02,25,33.2,204.07,19.7,2414.92,InHouse,Low
374,3440,257.01,88.72,4.82,17,35.89,158.53,41.28,4518.88,External,High
778,152,895.43,80.8,2.28,19,89.44,11.99,41.44,6407.31,External,Low
832,806,255.09,87.4,3.13,1,59.37,27.79,8.56,9295.35,InHouse,Low
184,4256,333.03,57.06,3.56,29,57.11,33.11,14.91,9434.51,InHouse,Medium
384,1588,136.47,73.0,4.1,12,42.31,243.06,14.41,3018.46,InHouse,Low
865,2774,493.12,86.16,3.35,19,20.92,176.79,49.81,7995.12,InHouse,High
966,4357,394.07,65.2,1.72,15,22.49,143.32,26.2,8710.2,External,Medium
825,1314,118.7,96.08,4.16,12,60.41,10.49,36.05,3820.82,InHouse,High
405,3207,432.17,98.27,3.46,13,53.96,198.23,19.48,5173.49,InHouse,Medium
349,4188,163.58,90.57,4.47,4,37.29,62.22,38.42,4509.18,InHouse,Medium
387,1636,604.24,82.76,3.7,21,56.17,109.16,37.22,5212.2,InHouse,Low
831,4928,573.35,56.28,4.75,6,110.74,39.21,10.31,3361.65,External,High
196,2745,327.07,80.97,2.33,9,74.72,11.67,9.31,1170.09,InHouse,Medium
633,573,512.43,78.02,4.85,19,29.34,233.61,35.46,6461.85,External,Low
831,3599,447.46,82.17,4.81,19,89.39,210.4,25.93,3325.03,InHouse,High
838,712,503.65,69.48,1.35,3,49.39,77.51,32.08,8834.83,External,Medium
275,3340,336.78,93.47,2.75,2,118.11,173.41,6.65,4392.38,External,Medium
279,4475,760.39,50.42,3.23,17,48.47,103.25,39.64,7186.43,InHouse,High
494,1123,887.99,58.9,1.11,3,113.12,236.22,20.77,5887.01,External,High
594,4785,610.89,58.67,3.16,23,32.95,21.33,24.84,3164.76,External,Low
680,4726,405.56,72.29,1.15,29,119.24,275.05,5.81,3114.72,External,High
613,1006,264.25,82.59,4.99,16,87.65,29.76,44.94,5028.54,InHouse,Low
388,1593,584.39,54.16,4.9,25,21.82,171.71,9.5,7141.13,InHouse,High
753,3461,925.06,68.7,1.94,30,27.43,55.48,45.86,3590.58,External,Low
312,1442,878.3,77.48,3.14,30,114.07,68.98,40.67,4458.9,InHouse,Medium
320,1783,651.88,76.02,1.32,9,99.77,250.73,38.53,5929.4,External,High
854,3255,550.46,99.72,3.35,16,70.83,116.88,10.69,9876.41,External,Medium
814,4054,628.82,55.07,1.17,23,93.7,142.22,34.23,7612.3,InHouse,High
177,1834,625.3,93.93,1.88,16,20.22,174.71,23.68,4239.99,InHouse,Low
218,1937,229.02,95.8,2.08,14,50.67,46.72,29.74,2358.54,External,High
370,4450,544.73,80.2,1.83,11,54.85,264.38,27.73,6058.63,External,Medium
201,2796,711.99,72.07,2.44,14,38.64,33.55,17.66,9682.88,External,Medium
304,4012,911.96,80.47,4.03,15,118.63,99.66,39.22,8730.82,External,High
130,4344,285.35,53.75,3.0,24,31.8,21.19,48.23,2516.47,InHouse,Low
974,4081,743.69,79.93,1.04,19,36.74,102.79,34.93,5954.75,External,Medium
175,435,489.04,73.13,4.68,23,71.18,222.94,37.05,1593.2,InHouse,Low
909,3606,706.77,66.98,3.38,22,90.26,186.59,49.58,7413.43,InHouse,Low
440,3116,452.61,62.25,3.37,4,21.61,117.83,39.27,1950.93,External,Low
917,4866,822.7,64.8,2.68,21,108.68,67.8,17.14,3363.26,External,High
691,4538,755.16,95.74,2.65,10,70.37,259.46,26.76,2047.76,InHouse,High
207,1516,243.23,53.6,1.21,26,81.65,94.46,15.72,4784.73,External,Medium
566,1333,242.28,52.32,4.48,18,35.97,22.72,28.71,5836.65,External,High
422,1797,751.46,99.64,3.3,11,110.66,179.08,44.1,7071.12,External,Medium
945,3829,822.13,95.84,3.09,13,77.85,210.9,20.84,9648.75,External,High
297,4175,658.08,69.48,2.76,1,52.29,121.52,38.08,6922.96,InHouse,Medium
764,788,770.88,95.04,1.29,27,119.07,15.72,18.28,8940.12,InHouse,High
131,1964,297.19,68.47,3.35,14,56.01,44.33,17.08,1154.02,External,Medium
310,4489,388.77,50.49,1.66,8,42.07,29.04,22.46,2344.26,External,Medium
284,239,293.71,76.43,2.65,11,54.36,239.76,15.15,8335.95,External,Low
732,2867,620.73,51.52,1.71,22,64.1,202.94,23.62,9984.08,InHouse,Medium
434,263,948.66,73.48,4.95,23,44.71,77.12,38.22,3264.1,External,High
134,3424,985.33,83.09,4.8,23,88.06,217.82,26.75,9556.37,External,Medium
488,2254,158.27,52.15,3.13,30,91.86,256.31,20.71,4277.5,External,Low
451,2903,735.66,84.76,3.95,23,48.32,227.29,6.64,9676.29,External,Low
213,2115,356.03,55.85,3.77,8,78.6,185.63,27.96,1510.37,InHouse,High
407,379,760.24,64.39,2.65,5,102.13,255.73,37.57,2546.64,InHouse,High
610,839,934.69,71.53,4.44,28,48.61,15.17,21.71,5923.04,External,High
295,3367,704.92,92.08,4.1,17,68.34,223.71,14.48,5316.42,InHouse,Low
732,3792,984.58,79.11,2.94,3,27.94,118.77,14.14,3044.27,InHouse,Low
363,2768,528.77,91.4,1.75,23,24.32,38.42,34.11,3167.42,InHouse,Medium
682,4772,409.18,96.61,2.81,28,26.19,191.59,35.8,4339.64,External,Low
994,2503,971.87,78.5,2.59,24,65.97,26.89,31.81,2716.5,InHouse,Medium
367,2862,716.11,54.8,1.56,8,84.35,133.74,24.45,3479.09,External,High
447,113,656.02,68.41,4.49,23,83.27,127.15,10.56,7101.16,External,High
132,3396,271.3,78.98,3.12,30,112.08,230.54,21.47,4644.77,InHouse,Low
723,555,858.85,52.55,3.56,28,104.1,232.04,42.85,4049.71,External,High
202,3497,807.84,78.45,4.91,3,28.94,52.85,38.83,7233.35,InHouse,High
299,3676,824.81,72.95,1.61,25,107.04,214.57,14.31,8813.06,External,Medium
698,3733,165.91,73.98,1.59,5,104.86,144.98,21.69,7009.44,External,Medium
572,1499,423.84,58.56,2.35,28,119.63,59.78,10.73,6472.36,External,High
548,643,454.31,90.74,4.5,5,98.13,295.54,22.1,8668.71,External,High
560,3924,349.69,74.85,4.44,3,37.16,177.33,43.99,8888.39,InHouse,Low
242,3516,530.84,71.79,3.49,14,49.28,203.16,41.96,8011.27,External,High
445,2690,698.72,87.56,2.14,1,66.58,222.19,19.77,8627.71,InHouse,Medium
331,3424,919.98,87.63,1.29,12,21.42,70.01,16.69,6958.97,External,Medium
245,1686,604.6,72.35,3.18,28,76.46,77.88,19.42,9892.62,External,High
670,798,251.17,84.5,4.58,1,114.5,82.93,33.16,3906.41,InHouse,Low
632,3483,636.07,54.97,3.0,8,96.46,159.85,15.05,1792.97,InHouse,Medium
374,2884,997.98,52.12,4.15,27,104.51,77.18,14.25,7949.3,InHouse,High
738,531,480.79,63.55,1.3,20,22.48,228.25,35.76,8613.52,InHouse,Medium
988,2635,855.74,89.43,1.39,19,94.99,162.36,9.08,7322.69,InHouse,Low
195,2398,113.12,55.39,1.91,30,61.78,25.91,43.37,8764.46,InHouse,Medium
187,2112,391.41,96.64,3.4,26,46.37,139.64,5.56,6563.29,InHouse,Low
246,912,930.87,51.81,4.54,9,103.34,213.14,9.79,7764.41,InHouse,Medium
92,1553,100.7,62.22,1.14,25,84.86,91.74,36.65,2075.12,External,Low
103,2204,440.4,82.8,4.28,3,75.81,265.74,17.99,1671.91,External,Medium
962,3151,544.26,73.15,4.31,18,29.01,188.92,10.55,9903.46,InHouse,Low
200,429,206.6,66.06,3.86,15,113.74,118.88,16.33,9680.87,External,Low
88,4465,907.75,66.34,2.77,12,37.09,225.27,49.87,9844.93,External,Low
583,4450,975.71,66.26,3.0,16,109.58,44.06,36.79,2230.0,External,Low
952,4923,617.87,71.87,1.07,26,104.28,247.68,22.02,9199.13,External,Medium
630,1255,697.45,70.2,4.17,20,45.37,69.1,40.71,1385.26,External,Low
140,3316,286.28,92.23,3.03,4,45.25,201.49,27.22,7210.59,InHouse,High
739,1282,482.55,63.69,2.19,19,118.44,159.01,36.21,5728.02,InHouse,Low
168,623,779.01,59.22,3.07,6,41.24,103.76,32.21,8638.77,InHouse,Low
468,4218,347.02,56.88,3.47,9,47.21,274.88,5.42,8570.86,External,Medium
283,2681,577.37,97.64,2.59,28,61.21,11.04,18.12,8674.27,InHouse,Low
282,859,228.12,62.19,1.78,13,94.44,189.56,7.89,9254.51,InHouse,High
644,2887,946.21,70.18,3.25,7,34.67,165.5,28.96,2598.22,InHouse,Low
584,3597,572.46,80.6,1.11,25,28.66,195.41,26.92,1167.94,External,Low
136,229,160.18,69.14,2.92,1,63.29,130.68,15.75,5536.87,InHouse,High
827,2295,634.38,93.27,4.74,3,117.69,40.61,6.59,8343.54,InHouse,Medium
839,3038,783.36,95.26,4.05,13,84.71,254.39,22.75,3455.21,InHouse,Low
376,230,683.29,53.95,4.69,12,106.87,94.43,8.2,5481.48,InHouse,Medium
445,4222,963.58,77.52,3.01,30,24.84,71.14,32.45,6142.39,InHouse,High
713,1524,541.05,81.07,2.7,8,91.2,210.71,32.25,6262.54,InHouse,Medium
644,2595,343.61,52.62,1.91,14,26.74,204.26,17.96,9892.94,External,Medium
780,2559,953.16,83.12,2.79,11,64.06,141.84,36.19,5822.08,InHouse,Low
103,2501,111.49,97.16,1.75,24,76.95,249.83,9.42,6720.24,External,Low
456,2201,531.05,50.54,1.64,20,54.58,110.87,48.56,5857.15,External,High
510,895,304.35,75.75,4.04,17,84.55,103.42,33.55,8886.62,External,Low
195,3910,761.98,89.61,3.34,12,25.62,11.86,28.63,5623.38,InHouse,Medium
697,4458,582.76,67.51,2.23,2,108.53,263.64,5.66,9558.16,InHouse,Medium
863,2747,181.68,87.42,3.36,10,108.88,202.28,7.43,8511.84,InHouse,Low
259,1947,929.43,56.29,1.93,13,102.32,90.88,36.83,9886.72,InHouse,High
265,1204,619.18,51.5,2.59,25,22.65,269.13,29.57,3051.82,InHouse,Medium
651,2032,718.44,69.31,3.89,4,26.86,97.97,48.39,7119.8,External,Low
704,4037,783.04,61.39,4.27,12,37.14,167.73,7.61,5215.99,External,Low
662,3564,367.69,64.71,4.77,3,48.16,170.8,14.91,5180.96,External,Medium
125,4450,252.76,50.97,1.92,1,31.23,94.21,28.71,7308.83,External,Low
433,241,174.79,90.27,2.5,4,86.84,268.67,45.9,2560.37,External,High
307,950,885.73,97.84,2.27,29,81.7,191.17,43.83,4594.28,InHouse,High
118,1375,461.25,67.62,3.91,30,23.7,182.02,27.65,7787.9,InHouse,Medium
500,2814,477.51,85.29,4.68,22,98.94,115.71,43.71,9199.22,External,Low
681,3942,630.4,71.86,1.95,1,51.86,224.31,23.3,2667.76,InHouse,Medium
970,4565,664.16,94.08,3.95,3,32.15,287.41,14.91,5316.01,InHouse,Medium
281,2984,452.51,75.11,2.8,16,109.19,195.83,44.55,4175.34,External,Low
139,1268,794.83,66.47,4.21,12,57.52,63.28,5.97,3296.44,External,High
375,663,306.22,68.2,2.08,6,74.52,150.92,30.17,8044.48,External,Low
130,2006,161.27,87.34,3.21,12,55.53,262.73,20.53,4188.94,External,High
303,2567,202.02,76.35,1.3,7,114.6,217.64,11.66,9990.64,External,Medium
301,1475,663.46,58.5,4.11,23,75.03,170.61,41.71,4320.16,External,Medium
803,2583,403.02,64.43,4.9,27,93.92,113.64,12.05,6629.7,InHouse,Low
506,4201,311.95,97.5,4.35,16,57.44,114.75,48.86,3743.39,External,Medium
926,2121,551.53,55.43,3.85,30,106.93,229.33,38.41,4156.21,External,Medium
367,4713,429.65,60.41,3.55,28,84.0,138.56,20.45,9362.25,External,Medium
151,444,879.71,60.35,4.93,23,101.66,223.53,29.43,9483.42,InHouse,High
196,974,205.7,60.72,4.49,3,99.24,86.06,23.95,8020.2,InHouse,Medium
333,955,841.38,61.74,1.32,16,80.52,271.28,29.56,7777.06,External,Medium
475,3540,137.66,67.43,3.74,23,119.08,10.84,5.3,2351.13,External,High
796,3421,628.69,61.52,2.98,19,47.78,80.32,23.81,2424.54,InHouse,Medium
929,2015,347.68,62.24,1.8,16,61.38,205.44,34.09,7004.66,External,Medium
218,2893,882.59,87.24,2.28,18,118.58,271.93,45.89,8869.11,External,High
213,330,192.44,93.32,1.87,16,79.13,75.21,18.16,9920.81,External,High
359,3553,201.98,72.15,3.24,26,119.38,263.02,19.38,8393.96,InHouse,Medium
795,2585,902.98,96.38,3.78,16,80.79,217.63,31.25,8341.31,InHouse,Medium
157,2938,655.1,70.46,2.85,3,54.85,49.16,47.15,1695.87,External,High
387,3502,728.15,85.01,2.3,29,96.3,79.88,30.62,7262.48,External,Medium
537,1371,420.21,84.27,2.78,9,26.09,26.68,17.81,7212.95,External,Low
511,1564,146.55,77.95,4.32,21,94.88,118.42,23.46,8822.03,InHouse,High
584,3578,188.08,80.18,3.62,27,26.62,212.96,44.25,9321.73,External,Medium
961,3263,488.09,91.43,3.51,10,76.61,260.3,7.32,9608.95,External,Medium
366,1130,822.44,51.55,1.37,15,116.57,53.33,37.8,3101.41,External,Medium
295,2447,859.6,60.25,4.28,28,85.89,218.87,47.03,8556.44,InHouse,Medium
654,2208,272.07,66.0,3.36,25,61.19,131.03,28.15,8736.64,InHouse,High
538,394,126.86,50.42,3.22,30,30.82,93.18,44.98,6545.02,InHouse,Medium
288,457,323.29,99.87,2.33,3,44.93,195.83,19.36,2609.9,External,Medium
334,4021,677.7,82.78,4.77,19,97.27,289.52,19.44,8542.91,InHouse,Medium
384,714,803.51,82.35,2.14,25,99.3,290.16,45.62,9946.6,External,Medium
79,2367,464.34,85.99,1.64,25,83.03,114.14,24.9,3685.09,External,Medium
495,2263,704.02,96.18,3.03,7,118.72,68.53,27.31,4690.23,InHouse,Low
560,1007,786.96,96.19,3.43,9,87.54,49.93,37.44,1225.38,InHouse,High
980,831,580.33,54.35,4.38,12,72.17,128.62,45.2,5533.46,InHouse,High
312,4801,598.28,61.16,1.4,8,46.43,85.12,42.99,6725.9,InHouse,High
605,752,544.58,96.88,1.36,5,97.69,101.26,45.92,8601.32,InHouse,Low
969,4453,777.24,82.73,1.66,6,97.52,43.11,44.63,3859.12,InHouse,Low
529,2754,508.22,59.47,1.29,2,37.41,237.99,32.77,2665.57,External,High
278,2013,186.48,89.98,3.14,6,65.94,102.42,49.37,8849.32,External,High
745,4161,243.3,88.6,4.87,13,111.4,159.65,38.2,4461.92,External,High
746,4211,125.03,95.25,2.5,30,30.18,291.98,25.06,7493.6,InHouse,Low
192,254,703.53,71.77,2.58,24,57.41,78.7,13.08,2799.37,InHouse,Medium
718,925,109.79,72.98,1.96,9,91.0,68.47,7.58,8506.3,External,High
934,4995,301.87,54.71,4.33,19,76.26,191.86,32.79,7468.73,External,Medium
528,1908,974.25,54.19,1.87,24,64.95,65.98,18.16,5629.9,External,Medium
998,738,861.4,89.37,1.28,12,96.5,86.13,6.09,6215.21,External,Medium
393,2357,499.67,88.21,3.87,5,22.63,293.96,39.31,5998.91,InHouse,Medium
852,439,515.88,82.46,4.64,7,94.66,126.49,20.17,5145.06,InHouse,High
359,1043,982.62,91.74,4.33,9,47.63,137.66,45.21,8830.7,InHouse,Low
928,3289,773.4,52.83,2.07,24,89.59,33.31,36.79,2662.44,InHouse,Low
318,2756,916.37,90.81,1.38,18,116.94,100.56,15.59,4781.25,InHouse,High
465,4321,198.98,78.41,4.64,12,52.93,57.29,5.5,6900.28,External,Low
628,2662,490.05,63.57,2.22,2,106.09,247.15,17.0,4651.32,InHouse,Medium
658,3333,803.78,88.56,2.71,21,82.43,265.71,27.45,9295.84,External,Low
346,2956,356.48,65.07,2.63,21,76.93,154.6,9.81,5326.82,InHouse,High
215,3449,949.19,60.38,2.9,13,31.68,129.69,27.96,8509.64,External,Low
725,4363,477.45,93.34,4.58,1,75.56,205.59,39.29,5548.44,InHouse,High
572,3990,560.17,76.09,4.98,18,46.57,250.93,37.21,2135.18,InHouse,Medium
864,911,944.77,73.06,2.11,10,36.78,162.83,18.46,8900.34,InHouse,Low
805,4834,409.73,97.35,1.18,6,23.0,46.89,48.39,4049.3,External,Medium
548,410,432.29,53.02,3.92,10,101.89,131.36,11.99,5591.63,External,Low
881,1789,384.75,98.09,2.04,6,56.83,291.22,6.66,5181.14,External,Medium
727,814,611.04,72.31,3.23,17,65.06,32.01,21.42,1381.9,External,Medium
628,3624,814.18,68.67,3.87,5,73.69,282.6,37.85,9959.9,InHouse,Medium
71,3173,617.64,51.54,2.44,15,35.98,44.11,26.33,1127.76,InHouse,Medium
167,1884,586.38,50.88,1.03,1,100.11,215.0,32.25,8469.71,External,Medium
453,4801,738.9,93.29,3.73,21,113.43,260.89,24.01,6506.84,InHouse,Low
928,1937,986.94,90.74,2.07,5,47.99,70.37,5.62,4098.17,External,Medium
179,4241,951.79,63.23,1.7,16,36.71,196.9,41.33,5779.46,External,High
285,1631,985.89,51.41,3.3,13,50.06,164.84,26.82,8713.91,External,Low
807,4787,929.29,82.04,4.72,16,65.61,90.27,18.61,2247.92,InHouse,High
640,1942,538.93,74.45,1.31,1,103.31,119.87,31.77,2917.6,InHouse,Low
589,1202,370.47,70.81,1.28,25,59.08,254.18,26.51,5160.86,InHouse,Low
268,3231,900.58,98.15,1.08,28,75.32,60.06,31.71,4284.13,External,High
966,3794,606.09,90.43,4.83,26,25.2,174.57,16.23,9759.6,InHouse,Medium
773,2143,520.5,78.37,4.32,6,99.37,223.32,41.82,3708.92,InHouse,Medium
904,1025,499.04,88.78,1.95,4,50.83,131.62,17.1,7785.0,External,Low
639,1462,654.67,60.13,3.48,18,61.08,278.04,8.25,4680.62,External,High
374,4166,135.46,92.55,4.44,12,90.74,245.42,45.55,2581.48,External,Low
106,912,118.97,77.25,1.74,17,71.35,77.03,14.17,1654.31,InHouse,Low
822,1824,918.46,97.91,3.24,13,99.25,288.75,10.29,2859.37,External,Low
545,1231,656.95,55.16,3.15,16,84.77,34.72,17.67,2431.57,InHouse,Medium
80,2675,743.51,58.93,4.06,6,72.84,208.42,26.12,5907.72,InHouse,High
599,3591,727.32,85.11,4.1,17,50.42,72.08,8.8,2665.44,External,High
819,2151,195.93,53.14,3.46,17,52.14,265.82,31.01,7988.44,External,Low
233,1586,266.25,60.01,3.56,1,86.44,196.02,13.61,3777.55,External,High
549,4591,690.07,86.0,3.8,22,81.15,256.59,19.37,1644.97,External,Low
68,4651,695.6,81.06,3.37,10,27.21,130.78,15.81,6159.02,InHouse,Low
142,4491,451.83,94.59,1.25,26,72.93,265.68,10.12,8513.52,InHouse,Low
570,1897,989.83,71.1,2.67,1,97.03,289.08,44.91,5967.36,External,Low
895,3437,161.29,93.61,2.07,14,28.66,128.0,39.54,6392.56,External,High
828,1583,799.57,76.15,3.47,25,30.49,249.71,20.28,7359.52,InHouse,High
909,2050,101.24,56.16,3.04,27,89.99,230.33,7.11,6032.51,InHouse,Low
627,563,393.23,80.93,2.38,20,104.78,59.85,42.53,3846.76,External,Low
736,3553,977.74,82.68,4.49,1,83.99,154.15,6.01,5802.3,InHouse,Low
517,3868,410.78,73.67,1.01,26,81.37,272.57,31.3,6070.81,External,Medium
903,2963,540.61,99.85,2.8,13,31.47,117.19,15.19,2247.94,External,High
144,1328,594.08,75.73,1.56,10,67.53,72.18,11.91,4095.11,InHouse,High
931,381,663.4,53.63,2.68,14,81.7,196.67,25.08,9277.15,External,Medium
265,4284,255.93,65.01,3.26,23,40.59,246.86,31.43,8773.38,External,Medium
290,3131,693.88,92.84,2.95,9,80.88,141.33,22.12,1444.64,InHouse,High
542,2124,106.13,98.2,2.74,23,30.53,81.99,38.22,4780.33,External,High
365,4073,130.92,82.83,2.93,16,77.73,259.76,42.15,8952.99,External,Low
707,2890,568.44,81.54,2.62,18,48.84,249.33,45.67,4429.53,InHouse,High
952,1892,438.35,87.25,3.47,26,112.7,294.25,5.56,3151.74,External,Medium
267,4087,746.96,59.87,4.38,8,63.35,124.26,15.95,5849.44,External,High
738,1319,868.45,85.49,1.11,25,80.57,31.61,7.21,1414.28,External,High
711,517,671.46,86.37,2.2,9,106.16,32.64,16.54,3371.8,InHouse,Medium
878,331,650.98,61.44,2.88,16,20.66,206.53,11.28,7849.68,InHouse,Medium
391,3458,229.81,59.9,2.48,5,20.64,282.51,27.23,4846.83,External,Low
643,2028,571.04,59.23,2.32,30,37.68,277.32,7.79,9374.19,InHouse,Medium
960,3093,387.48,94.04,3.01,16,117.17,184.62,8.6,5823.37,External,High
50,3977,845.22,98.34,1.6,25,22.14,216.31,14.18,3188.2,External,Low
798,1318,381.31,64.05,2.9,15,118.64,51.83,19.11,8106.07,External,Medium
88,3784,294.91,97.37,3.82,7,97.69,97.31,5.72,5073.28,InHouse,Medium
532,4429,456.24,95.27,3.21,26,103.99,216.77,36.34,8242.01,External,Medium
189,3144,781.14,63.48,2.16,28,42.92,37.76,29.99,9485.12,InHouse,Medium
435,445,584.85,61.93,2.11,29,101.13,46.33,15.54,1347.99,External,Medium
979,4787,987.61,91.85,3.78,15,50.13,94.31,29.04,9572.73,External,Medium
128,3287,549.58,65.62,2.26,20,86.52,121.95,20.74,5700.67,External,Low
577,1931,641.91,51.62,3.92,26,54.37,26.5,36.28,4965.87,External,Medium
866,2816,537.03,95.45,4.07,27,43.25,200.35,36.62,5892.76,External,High
934,397,345.3,89.44,1.77,10,96.38,159.57,17.6,1509.83,InHouse,Medium
692,605,469.99,86.8,1.71,21,112.37,15.74,13.91,3579.28,InHouse,Medium
666,1865,833.76,84.76,4.51,11,55.65,152.08,18.22,5113.56,External,Medium
114,1978,304.94,81.45,1.84,7,31.17,35.51,30.43,1819.22,External,High
506,2810,628.36,70.03,4.57,11,68.72,26.36,17.64,1184.42,External,Medium
341,3350,467.3,98.59,3.02,29,49.79,129.35,16.54,3875.91,External,High
919,979,398.44,82.35,4.77,21,48.47,174.56,15.53,1172.75,External,High
228,4388,340.0,61.38,2.41,22,117.76,104.9,26.9,9426.02,External,High
450,3157,579.68,90.88,4.25,11,95.61,62.49,20.2,1009.59,External,Medium
307,2073,669.71,88.58,4.09,21,31.38,298.15,35.27,7855.86,InHouse,Medium
578,1629,601.88,71.2,4.87,23,27.51,115.26,5.81,6380.07,InHouse,High
658,2097,559.42,94.44,1.9,11,27.41,204.86,20.02,6221.92,InHouse,High
570,2439,128.87,54.7,3.57,29,91.78,125.11,35.62,6788.9,External,Low
263,506,169.42,94.58,1.18,13,113.85,200.62,24.55,1059.87,External,Medium
491,4719,475.47,93.99,1.65,1,103.19,132.69,28.49,4495.61,InHouse,Medium
643,4498,662.88,97.57,4.97,2,96.98,38.42,37.47,1423.45,External,Low
859,3421,574.08,78.34,3.35,24,52.25,47.1,6.57,2038.26,External,Medium
227,328,496.38,95.55,1.57,8,29.53,120.01,7.75,5280.85,InHouse,High
847,3748,932.55,61.85,3.06,14,27.56,137.57,32.16,9046.27,External,High
282,4980,725.08,93.87,2.27,16,104.15,168.34,38.6,6422.41,External,Low
872,142,635.96,93.27,1.22,27,116.26,14.65,34.46,4909.08,External,Medium
640,428,279.19,81.44,1.08,13,25.39,259.24,38.41,7638.6,External,Low
873,3549,958.54,70.64,2.77,20,91.09,219.36,6.12,4127.11,External,Medium
903,2951,380.51,55.63,2.21,27,37.62,51.6,33.01,5050.08,External,Low
958,4578,678.97,72.67,2.97,13,82.93,117.96,8.55,4080.81,InHouse,High
958,419,222.32,53.59,3.37,8,43.08,214.02,31.67,7689.54,InHouse,Medium
892,2941,780.49,91.93,4.56,7,41.7,142.73,42.65,3324.59,External,Medium
590,1929,439.54,66.27,1.64,21,113.73,135.24,7.39,6901.58,InHouse,Medium
393,1047,505.26,96.98,4.12,7,105.22,295.84,47.33,4858.71,External,High
646,4029,246.24,89.91,4.08,30,72.56,67.53,38.54,6726.12,External,Low
631,2811,134.59,79.13,2.3,10,67.58,138.98,17.06,7336.87,External,Low
158,4323,887.47,79.69,1.23,15,36.71,121.57,40.78,1457.07,External,Low
457,527,938.29,63.38,3.53,20,91.2,241.73,37.86,4359.92,InHouse,High
